Year,Month,Location,Latitude,Longitude,Site,Zone,Level,ID,Transect,GenusSpecies,TotalLength,Abundance
2013,Noviembre,ISME,30.498028,-116.119056,Sur,Expuesto,Media agua,ISMESM3,3,Paralabrax clathratus,15,2
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Fondo,ISMENF0,0,Atherinops affinis,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Fondo,ISMENF0,0,Caulolatilus princeps,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Fondo,ISMENF0,0,Embiotoca lateralis,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Fondo,ISMENF0,0,Medialuna californiensis,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Fondo,ISMENF0,0,Phanerodon atripes,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Fondo,ISMENF0,0,Rhacochilus vacca,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Fondo,ISMENF0,0,Sebastes atrovirens,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Fondo,ISMENF0,0,Sebastes caurinus,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Fondo,ISMENF0,0,Sebastes serriceps,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Media agua,ISMENM0,0,Anisotremus davidsonii,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Media agua,ISMENM0,0,Atherinops affinis,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Media agua,ISMENM0,0,Embiotoca jacksoni,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Media agua,ISMENM0,0,Embiotoca lateralis,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Media agua,ISMENM0,0,Hypsurus caryi,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Media agua,ISMENM0,0,Hypsypops rubicundus,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Media agua,ISMENM0,0,Oxylebius pictus,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Media agua,ISMENM0,0,Phanerodon atripes,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Media agua,ISMENM0,0,Rhinogobiops nicholsii,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Media agua,ISMENM0,0,Sardinops sagax,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Media agua,ISMENM0,0,Sebastes atrovirens,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Media agua,ISMENM0,0,Sebastes caurinus,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Media agua,ISMENM0,0,Sebastes serranoides,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Media agua,ISMENM0,0,Semicossyphus pulcher,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Norte,Expuesto,Media agua,ISMENM0,0,Zapteryx exasperata,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Sur,Expuesto,Fondo,ISMESF0,0,Sebastes carnatus,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Sur,Expuesto,Media agua,ISMESM0,0,Alloclinus holderi,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Sur,Expuesto,Media agua,ISMESM0,0,Anisotremus davidsonii,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Sur,Expuesto,Media agua,ISMESM0,0,Embiotoca jacksoni,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Sur,Expuesto,Media agua,ISMESM0,0,Embiotoca lateralis,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Sur,Expuesto,Media agua,ISMESM0,0,Hypsypops rubicundus,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Sur,Expuesto,Media agua,ISMESM0,0,Medialuna californiensis,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Sur,Expuesto,Media agua,ISMESM0,0,Oxylebius pictus,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Sur,Expuesto,Media agua,ISMESM0,0,Rhinogobiops nicholsii,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Sur,Expuesto,Media agua,ISMESM0,0,Sebastes auriculatus,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Sur,Expuesto,Media agua,ISMESM0,0,Sebastes carnatus,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Sur,Expuesto,Media agua,ISMESM0,0,Sebastes dallii,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Sur,Expuesto,Media agua,ISMESM0,0,Sebastes pinniger,NA,1
2013,Noviembre,ISME,30.498028,-116.119056,Sur,Expuesto,Media agua,ISMESM0,0,Semicossyphus pulcher,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Embiotoca jacksoni,10,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Embiotoca jacksoni,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Embiotoca jacksoni,20,2
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Embiotoca jacksoni,25,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Embiotoca jacksoni,30,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Girella nigricans,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Hypsypops rubicundus,20,4
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Medialuna californiensis,20,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Oxyjulis californica,5,12
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Oxyjulis californica,10,4
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Oxyjulis californica,15,13
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Oxyjulis californica,20,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Oxylebius pictus,20,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Paralabrax clathratus,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Paralabrax clathratus,25,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Rhacochilus vacca,25,3
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Rhinogobiops nicholsii,10,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Rhinogobiops nicholsii,15,2
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Sebastes atrovirens,20,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Sebastes atrovirens,25,3
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Sebastes carnatus,25,3
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Sebastes caurinus,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Sebastes serranoides,15,2
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Sebastes serriceps,25,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Semicossyphus pulcher,5,4
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Semicossyphus pulcher,10,2
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Semicossyphus pulcher,20,9
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Semicossyphus pulcher,25,2
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Semicossyphus pulcher,30,2
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF1,1,Semicossyphus pulcher,35,2
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Chromis punctipinnis,10,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Embiotoca jacksoni,15,2
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Embiotoca jacksoni,20,5
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Girella nigricans,20,2
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Hypsypops rubicundus,20,2
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Medialuna californiensis,20,2
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Oxyjulis californica,10,4
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Oxyjulis californica,15,2
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Paralabrax clathratus,15,3
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Paralabrax clathratus,20,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Paralabrax clathratus,35,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Rhacochilus vacca,15,2
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Rhacochilus vacca,20,2
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Rhinogobiops nicholsii,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Sebastes atrovirens,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Sebastes atrovirens,20,2
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Sebastes atrovirens,30,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Sebastes serranoides,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Semicossyphus pulcher,10,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Semicossyphus pulcher,20,5
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF2,2,Semicossyphus pulcher,100,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF3,3,Chromis punctipinnis,10,17
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF3,3,Embiotoca jacksoni,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF3,3,Hypsypops rubicundus,20,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF3,3,Oxyjulis californica,5,10
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF3,3,Oxyjulis californica,15,16
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF3,3,Oxyjulis californica,20,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF3,3,Paralabrax clathratus,40,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF3,3,Rhacochilus vacca,35,2
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF3,3,Sebastes atrovirens,30,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF3,3,Sebastes serranoides,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF3,3,Semicossyphus pulcher,5,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF3,3,Semicossyphus pulcher,25,3
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF3,3,Semicossyphus pulcher,35,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF3,3,Semicossyphus pulcher,40,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM1,1,Chromis punctipinnis,5,65
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM1,1,Medialuna californiensis,30,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM1,1,Oxyjulis californica,5,10
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM1,1,Oxyjulis californica,15,9
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM1,1,Oxyjulis californica,20,2
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM1,1,Paralabrax clathratus,35,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM1,1,Paralabrax clathratus,50,7
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM1,1,Rhacochilus toxotes,35,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM2,2,Chromis punctipinnis,5,100
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM2,2,Medialuna californiensis,35,2
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM2,2,Oxyjulis californica,20,3
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM2,2,Paralabrax clathratus,25,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM2,2,Paralabrax clathratus,40,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM2,2,Rhacochilus vacca,25,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM3,3,Especie X,0,0
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF1,1,Chromis punctipinnis,5,4
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF1,1,Chromis punctipinnis,15,65
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF1,1,Embiotoca jacksoni,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF1,1,Girella nigricans,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF1,1,Hypsypops rubicundus,20,2
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF1,1,Oxyjulis californica,15,17
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF1,1,Paralabrax clathratus,15,2
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF1,1,Paralabrax clathratus,30,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF1,1,Rhacochilus vacca,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF1,1,Sebastes atrovirens,20,2
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF1,1,Sebastes atrovirens,30,5
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF1,1,Sebastes serriceps,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF1,1,Semicossyphus pulcher,10,5
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF1,1,Semicossyphus pulcher,30,3
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF2,2,Chromis punctipinnis,5,3
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF2,2,Chromis punctipinnis,10,18
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF2,2,Chromis punctipinnis,15,66
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF2,2,Embiotoca jacksoni,10,2
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF2,2,Embiotoca jacksoni,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF2,2,Embiotoca jacksoni,20,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF2,2,Embiotoca lateralis,20,4
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF2,2,Oxyjulis californica,5,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF2,2,Oxyjulis californica,10,3
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF2,2,Oxyjulis californica,15,4
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF2,2,Rhacochilus vacca,20,2
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF2,2,Sebastes atrovirens,25,2
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF2,2,Semicossyphus pulcher,10,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF2,2,Semicossyphus pulcher,15,2
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF2,2,Semicossyphus pulcher,30,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF3,3,Brachyistius frenatus,10,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF3,3,Chromis punctipinnis,10,4
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF3,3,Chromis punctipinnis,15,60
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF3,3,Embiotoca jacksoni,20,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF3,3,Paralabrax clathratus,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF3,3,Paralabrax clathratus,30,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF3,3,Sebastes atrovirens,15,6
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF3,3,Semicossyphus pulcher,30,2
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF3,3,Semicossyphus pulcher,35,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM1,1,Chromis punctipinnis,10,60
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM1,1,Oxyjulis californica,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM1,1,Paralabrax clathratus,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM1,1,Paralabrax clathratus,20,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM1,1,Rhacochilus vacca,10,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM1,1,Rhacochilus vacca,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM2,2,Chromis punctipinnis,5,40
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM2,2,Chromis punctipinnis,10,20
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM2,2,Oxyjulis californica,15,15
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM2,2,Rhacochilus vacca,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM2,2,Sebastes atrovirens,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM3,3,Brachyistius frenatus,5,2
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM3,3,Chromis punctipinnis,10,7
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM3,3,Sebastes atrovirens,15,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF0,0,Atherinops affinis,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF0,0,Chromis punctipinnis,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF0,0,Girella nigricans,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF0,0,Halichoeres semicinctus,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF0,0,Hypsurus caryi,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF0,0,Medialuna californiensis,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF0,0,Rhacochilus toxotes,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF0,0,Sebastes auriculatus,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Fondo,ISMPNF0,0,Zapteryx exasperata,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM0,0,Atherinops affinis,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM0,0,Caulolatilus princeps,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM0,0,Chromis punctipinnis,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM0,0,Embiotoca jacksoni,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM0,0,Embiotoca lateralis,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM0,0,Girella nigricans,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM0,0,Halichoeres semicinctus,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM0,0,Heterostichus rostratus,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM0,0,Hypsurus caryi,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM0,0,Hypsypops rubicundus,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM0,0,Oxyjulis californica,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM0,0,Oxylebius pictus,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM0,0,Paralabrax clathratus,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM0,0,Rhacochilus vacca,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM0,0,Rhinogobiops nicholsii,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM0,0,Sebastes atrovirens,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM0,0,Sebastes caurinus,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM0,0,Sebastes serranoides,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Norte,Protegido,Media agua,ISMPNM0,0,Semicossyphus pulcher,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF0,0,Brachyistius frenatus,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Fondo,ISMPSF0,0,Medialuna californiensis,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM0,0,Embiotoca jacksoni,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM0,0,Embiotoca lateralis,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM0,0,Hypsurus caryi,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM0,0,Hypsypops rubicundus,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM0,0,Medialuna californiensis,NA,1
2013,Noviembre,ISMP,30.480496,-116.116978,Sur,Protegido,Media agua,ISMPSM0,0,Sebastes serriceps,NA,1
2013,Octubre,ITSE,31.797257,-116.800004,Norte,Expuesto,Fondo,ITSENF1,1,Clinocottus analis,10,1
2013,Octubre,ITSE,31.797257,-116.800004,Norte,Expuesto,Fondo,ITSENF1,1,Embiotoca jacksoni,15,5
2013,Octubre,ITSE,31.797257,-116.800004,Norte,Expuesto,Fondo,ITSENF1,1,Embiotoca jacksoni,20,26
2013,Octubre,ITSE,31.797257,-116.800004,Norte,Expuesto,Fondo,ITSENF1,1,Embiotoca lateralis,25,2
2013,Octubre,ITSE,31.797257,-116.800004,Norte,Expuesto,Fondo,ITSENF1,1,Hypsypops rubicundus,15,5
2013,Octubre,ITSE,31.797257,-116.800004,Norte,Expuesto,Fondo,ITSENF1,1,Hypsypops rubicundus,20,2
2013,Octubre,ITSE,31.797257,-116.800004,Norte,Expuesto,Fondo,ITSENF1,1,Ophiodon elongatus,75,1
2013,Octubre,ITSE,31.797257,-116.800004,Norte,Expuesto,Fondo,ITSENF1,1,Oxyjulis californica,15,5
2013,Octubre,ITSE,31.797257,-116.800004,Norte,Expuesto,Fondo,ITSENF1,1,Oxylebius pictus,5,1
2013,Octubre,ITSE,31.797257,-116.800004,Norte,Expuesto,Fondo,ITSENF1,1,Oxylebius pictus,10,2
