"Index","Location","Latitude","Longitude","Latitudinal.distance..km.","Species","English","Spanish","Lt..cm.","Abundance","SampleArea","Population","Latitude2","Longitude2","Fishing.Pressure"
191,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",20,1,600,1618706,32.5,-117.105,"High"
192,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",10,1,600,1618706,32.5,-117.105,"High"
193,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",10,1,600,1618706,32.5,-117.105,"High"
194,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",10,1,600,1618706,32.5,-117.105,"High"
195,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",10,1,600,1618706,32.5,-117.105,"High"
196,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",10,1,600,1618706,32.5,-117.105,"High"
197,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",10,1,600,1618706,32.5,-117.105,"High"
198,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",10,1,600,1618706,32.5,-117.105,"High"
199,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",25,1,600,1618706,32.5,-117.105,"High"
200,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",10,1,600,1618706,32.5,-117.105,"High"
201,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",25,1,600,1618706,32.5,-117.105,"High"
202,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",25,1,600,1618706,32.5,-117.105,"High"
203,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",15,1,600,1618706,32.5,-117.105,"High"
204,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",25,1,600,1618706,32.5,-117.105,"High"
205,"ISJE",29.786619,-115.799029,285.866514,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",25,1,720,255,30,-115.791,"Low"
206,"ISJE",29.786619,-115.799029,285.866514,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",30,1,720,255,30,-115.791,"Low"
207,"ISJE",29.786619,-115.799029,285.866514,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",40,1,720,255,30,-115.791,"Low"
208,"ISJE",29.786619,-115.799029,285.866514,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",40,1,720,255,30,-115.791,"Low"
209,"ISJE",29.786619,-115.799029,285.866514,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",40,1,720,255,30,-115.791,"Low"
210,"ISJE",29.786619,-115.799029,285.866514,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",60,1,720,255,30,-115.791,"Low"
211,"ISJE",29.786619,-115.799029,285.866514,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",40,1,720,255,30,-115.791,"Low"
212,"ISJE",29.786619,-115.799029,285.866514,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",50,1,720,255,30,-115.791,"Low"
213,"ISJE",29.786619,-115.799029,285.866514,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",50,1,720,255,30,-115.791,"Low"
214,"ISJE",29.786619,-115.799029,285.866514,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",50,1,720,255,30,-115.791,"Low"
215,"ISJE",29.786619,-115.799029,285.866514,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",55,1,720,255,30,-115.791,"Low"
216,"ISJE",29.786619,-115.799029,285.866514,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",55,1,720,255,30,-115.791,"Low"
217,"ISJE",29.786619,-115.799029,285.866514,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",25,1,720,255,30,-115.791,"Low"
218,"ISJE",29.786619,-115.799029,285.866514,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",30,1,720,255,30,-115.791,"Low"
219,"ISJE",29.786619,-115.799029,285.866514,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",35,1,720,255,30,-115.791,"Low"
220,"ISJE",29.786619,-115.799029,285.866514,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",15,1,720,255,30,-115.791,"Low"
221,"ISJE",29.786619,-115.799029,285.866514,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,720,255,30,-115.791,"Low"
222,"ISJE",29.786619,-115.799029,285.866514,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,720,255,30,-115.791,"Low"
223,"ISJE",29.786619,-115.799029,285.866514,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",40,1,720,255,30,-115.791,"Low"
224,"ISJE",29.786619,-115.799029,285.866514,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,720,255,30,-115.791,"Low"
225,"ISJE",29.786619,-115.799029,285.866514,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",40,1,720,255,30,-115.791,"Low"
226,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",10,1,720,255,30,-115.791,"Low"
227,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",10,1,720,255,30,-115.791,"Low"
228,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",10,1,720,255,30,-115.791,"Low"
229,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",35,1,720,255,30,-115.791,"Low"
230,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
231,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
232,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",50,1,720,255,30,-115.791,"Low"
233,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",10,1,720,255,30,-115.791,"Low"
234,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",10,1,720,255,30,-115.791,"Low"
235,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",15,1,720,255,30,-115.791,"Low"
236,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
237,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
238,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
239,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,255,30,-115.791,"Low"
240,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,255,30,-115.791,"Low"
241,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",35,1,720,255,30,-115.791,"Low"
242,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",60,1,720,255,30,-115.791,"Low"
243,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",50,1,720,255,30,-115.791,"Low"
244,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",15,1,720,255,30,-115.791,"Low"
245,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",15,1,720,255,30,-115.791,"Low"
246,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
247,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
248,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
249,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
250,"ISJE",29.786619,-115.799029,285.866514,"Semicossyphus pulcher","California sheephead","Vieja",55,1,720,255,30,-115.791,"Low"
251,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,255,30,-115.791,"Low"
252,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,255,30,-115.791,"Low"
253,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,255,30,-115.791,"Low"
254,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,255,30,-115.791,"Low"
255,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,255,30,-115.791,"Low"
256,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",30,1,720,255,30,-115.791,"Low"
257,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",30,1,720,255,30,-115.791,"Low"
258,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",40,1,720,255,30,-115.791,"Low"
259,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",40,1,720,255,30,-115.791,"Low"
260,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",40,1,720,255,30,-115.791,"Low"
261,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,255,30,-115.791,"Low"
262,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",30,1,720,255,30,-115.791,"Low"
263,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",30,1,720,255,30,-115.791,"Low"
264,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",30,1,720,255,30,-115.791,"Low"
265,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",30,1,720,255,30,-115.791,"Low"
266,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",40,1,720,255,30,-115.791,"Low"
267,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",40,1,720,255,30,-115.791,"Low"
268,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",40,1,720,255,30,-115.791,"Low"
269,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",35,1,720,255,30,-115.791,"Low"
270,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",35,1,720,255,30,-115.791,"Low"
271,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",30,1,720,255,30,-115.791,"Low"
272,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",35,1,720,255,30,-115.791,"Low"
273,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",60,1,720,255,30,-115.791,"Low"
274,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",30,1,720,255,30,-115.791,"Low"
275,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,255,30,-115.791,"Low"
276,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,255,30,-115.791,"Low"
277,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,255,30,-115.791,"Low"
278,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,255,30,-115.791,"Low"
279,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,255,30,-115.791,"Low"
280,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,255,30,-115.791,"Low"
281,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,255,30,-115.791,"Low"
282,"ISJP",29.784571,-115.789826,286.093842,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,255,30,-115.791,"Low"
283,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",10,1,720,255,30,-115.791,"Low"
284,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,255,30,-115.791,"Low"
285,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
286,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
287,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
288,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
289,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",45,1,720,255,30,-115.791,"Low"
290,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",45,1,720,255,30,-115.791,"Low"
291,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",45,1,720,255,30,-115.791,"Low"
292,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",10,1,720,255,30,-115.791,"Low"
293,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,255,30,-115.791,"Low"
294,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,255,30,-115.791,"Low"
295,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,255,30,-115.791,"Low"
296,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,255,30,-115.791,"Low"
297,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,255,30,-115.791,"Low"
298,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,255,30,-115.791,"Low"
299,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,255,30,-115.791,"Low"
300,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,255,30,-115.791,"Low"
301,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,255,30,-115.791,"Low"
302,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,255,30,-115.791,"Low"
303,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,255,30,-115.791,"Low"
304,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,255,30,-115.791,"Low"
305,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,255,30,-115.791,"Low"
306,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,255,30,-115.791,"Low"
307,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
308,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
309,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
310,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
311,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
312,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
313,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
314,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
315,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
316,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,255,30,-115.791,"Low"
317,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",50,1,720,255,30,-115.791,"Low"
318,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",50,1,720,255,30,-115.791,"Low"
319,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",50,1,720,255,30,-115.791,"Low"
320,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",50,1,720,255,30,-115.791,"Low"
321,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",50,1,720,255,30,-115.791,"Low"
322,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",50,1,720,255,30,-115.791,"Low"
323,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",50,1,720,255,30,-115.791,"Low"
324,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",50,1,720,255,30,-115.791,"Low"
325,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",10,1,720,255,30,-115.791,"Low"
326,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",10,1,720,255,30,-115.791,"Low"
327,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",10,1,720,255,30,-115.791,"Low"
328,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",25,1,720,255,30,-115.791,"Low"
329,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",55,1,720,255,30,-115.791,"Low"
330,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,255,30,-115.791,"Low"
331,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",45,1,720,255,30,-115.791,"Low"
332,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",50,1,720,255,30,-115.791,"Low"
333,"ISJP",29.784571,-115.789826,286.093842,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,255,30,-115.791,"Low"
334,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,47050,30.75,-116.034,"High"
335,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,47050,30.75,-116.034,"High"
336,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,47050,30.75,-116.034,"High"
337,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,47050,30.75,-116.034,"High"
338,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,47050,30.75,-116.034,"High"
339,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",25,1,720,47050,30.75,-116.034,"High"
340,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,47050,30.75,-116.034,"High"
341,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,47050,30.75,-116.034,"High"
342,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",40,1,720,47050,30.75,-116.034,"High"
343,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,47050,30.75,-116.034,"High"
344,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,47050,30.75,-116.034,"High"
345,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,47050,30.75,-116.034,"High"
346,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,47050,30.75,-116.034,"High"
347,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,47050,30.75,-116.034,"High"
348,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,47050,30.75,-116.034,"High"
349,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,47050,30.75,-116.034,"High"
350,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,47050,30.75,-116.034,"High"
351,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,47050,30.75,-116.034,"High"
352,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,47050,30.75,-116.034,"High"
353,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,47050,30.75,-116.034,"High"
354,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,47050,30.75,-116.034,"High"
355,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",55,1,720,47050,30.75,-116.034,"High"
356,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",55,1,720,47050,30.75,-116.034,"High"
357,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,47050,30.75,-116.034,"High"
358,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",25,1,720,47050,30.75,-116.034,"High"
359,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",35,1,720,47050,30.75,-116.034,"High"
360,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",10,1,720,47050,30.75,-116.034,"High"
361,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",10,1,720,47050,30.75,-116.034,"High"
362,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",25,1,720,47050,30.75,-116.034,"High"
363,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,47050,30.75,-116.034,"High"
364,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,47050,30.75,-116.034,"High"
365,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,47050,30.75,-116.034,"High"
366,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,47050,30.75,-116.034,"High"
367,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",45,1,720,47050,30.75,-116.034,"High"
368,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",5,1,720,47050,30.75,-116.034,"High"
369,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,47050,30.75,-116.034,"High"
370,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,47050,30.75,-116.034,"High"
371,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,47050,30.75,-116.034,"High"
372,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,47050,30.75,-116.034,"High"
373,"ISME",30.485448,-116.122492,208.296495,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,47050,30.75,-116.034,"High"
374,"ISME",30.485448,-116.122492,208.296495,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,720,47050,30.75,-116.034,"High"
375,"ISME",30.485448,-116.122492,208.296495,"Semicossyphus pulcher","California sheephead","Vieja",20,1,720,47050,30.75,-116.034,"High"
376,"ISME",30.485448,-116.122492,208.296495,"Semicossyphus pulcher","California sheephead","Vieja",20,1,720,47050,30.75,-116.034,"High"
377,"ISME",30.485448,-116.122492,208.296495,"Semicossyphus pulcher","California sheephead","Vieja",20,1,720,47050,30.75,-116.034,"High"
378,"ISME",30.485448,-116.122492,208.296495,"Semicossyphus pulcher","California sheephead","Vieja",20,1,720,47050,30.75,-116.034,"High"
379,"ISME",30.485448,-116.122492,208.296495,"Semicossyphus pulcher","California sheephead","Vieja",35,1,720,47050,30.75,-116.034,"High"
380,"ISME",30.485448,-116.122492,208.296495,"Semicossyphus pulcher","California sheephead","Vieja",35,1,720,47050,30.75,-116.034,"High"
381,"ISME",30.485448,-116.122492,208.296495,"Semicossyphus pulcher","California sheephead","Vieja",5,1,720,47050,30.75,-116.034,"High"
382,"ISME",30.485448,-116.122492,208.296495,"Semicossyphus pulcher","California sheephead","Vieja",10,1,720,47050,30.75,-116.034,"High"
383,"ISME",30.485448,-116.122492,208.296495,"Semicossyphus pulcher","California sheephead","Vieja",15,1,720,47050,30.75,-116.034,"High"
384,"ISME",30.485448,-116.122492,208.296495,"Semicossyphus pulcher","California sheephead","Vieja",15,1,720,47050,30.75,-116.034,"High"
